componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI7356620656659,pmsr:/COM17860549784663750,pmsr:/INS1739287021517805/CTS/0001,0001,pmsr:INI1784603367679,Simuladores de Hematologia SN:070166,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simuladores de Hematologia SN:070166,Primary state detector for simulator condition monitoring
pmsr:CPI7053881513453,pmsr:/COM17860549784663800,pmsr:/INS1739287021517805/CTS/0002,0002,pmsr:INI1784603367679,Simuladores de Hematologia SN:070166,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simuladores de Hematologia SN:070166,Primary response actuator for simulator state control
pmsr:CPI7960654684027,pmsr:/COM99ce671ab8b1d5b03,pmsr:/INS1739287021517805/CTS/0003,0003,pmsr:INI1784603367679,Simuladores de Hematologia SN:070166,Diagnostic Simulators Interaction Event Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070166,Interaction event detector for tracking learner actions for Simuladores de Hematologia SN:070166
pmsr:CPI9557045091753,pmsr:/COM98e23d9aee3a31b34,pmsr:/INS1739287021517805/CTS/0004,0004,pmsr:INI1784603367679,Simuladores de Hematologia SN:070166,Diagnostic Simulators Airway Pressure Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070166,Airway pressure detector for monitoring ventilation pressure for Simuladores de Hematologia SN:070166
pmsr:CPI4923090994844,pmsr:/COM9ebbbd6c6cc5db4e8,pmsr:/INS1739287021517805/CTS/0005,0005,pmsr:INI1784603367679,Simuladores de Hematologia SN:070166,Diagnostic Simulators Pulse Rate Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070166,Pulse rate detector for monitoring cardiovascular response for Simuladores de Hematologia SN:070166
pmsr:CPI5242779604249,pmsr:/COM17860549784663750,pmsr:/INS1739287021517805/CTS/0001,0001,pmsr:INI1784603367680,Simuladores de Hematologia SN:070167,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simuladores de Hematologia SN:070167,Primary state detector for simulator condition monitoring
pmsr:CPI7748167796719,pmsr:/COM17860549784663800,pmsr:/INS1739287021517805/CTS/0002,0002,pmsr:INI1784603367680,Simuladores de Hematologia SN:070167,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simuladores de Hematologia SN:070167,Primary response actuator for simulator state control
pmsr:CPI0463060258551,pmsr:/COM99ce671ab8b1d5b03,pmsr:/INS1739287021517805/CTS/0003,0003,pmsr:INI1784603367680,Simuladores de Hematologia SN:070167,Diagnostic Simulators Interaction Event Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070167,Interaction event detector for tracking learner actions for Simuladores de Hematologia SN:070167
pmsr:CPI5630342391267,pmsr:/COM98e23d9aee3a31b34,pmsr:/INS1739287021517805/CTS/0004,0004,pmsr:INI1784603367680,Simuladores de Hematologia SN:070167,Diagnostic Simulators Airway Pressure Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070167,Airway pressure detector for monitoring ventilation pressure for Simuladores de Hematologia SN:070167
pmsr:CPI9302561957713,pmsr:/COM9ebbbd6c6cc5db4e8,pmsr:/INS1739287021517805/CTS/0005,0005,pmsr:INI1784603367680,Simuladores de Hematologia SN:070167,Diagnostic Simulators Pulse Rate Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070167,Pulse rate detector for monitoring cardiovascular response for Simuladores de Hematologia SN:070167
pmsr:CPI3874304725595,pmsr:/COM17860549784663750,pmsr:/INS1739287021517805/CTS/0001,0001,pmsr:INI1784603367681,Simuladores de Hematologia SN:070168,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simuladores de Hematologia SN:070168,Primary state detector for simulator condition monitoring
pmsr:CPI9305990374095,pmsr:/COM17860549784663800,pmsr:/INS1739287021517805/CTS/0002,0002,pmsr:INI1784603367681,Simuladores de Hematologia SN:070168,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simuladores de Hematologia SN:070168,Primary response actuator for simulator state control
pmsr:CPI8529571510769,pmsr:/COM99ce671ab8b1d5b03,pmsr:/INS1739287021517805/CTS/0003,0003,pmsr:INI1784603367681,Simuladores de Hematologia SN:070168,Diagnostic Simulators Interaction Event Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070168,Interaction event detector for tracking learner actions for Simuladores de Hematologia SN:070168
pmsr:CPI6707756400320,pmsr:/COM98e23d9aee3a31b34,pmsr:/INS1739287021517805/CTS/0004,0004,pmsr:INI1784603367681,Simuladores de Hematologia SN:070168,Diagnostic Simulators Airway Pressure Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070168,Airway pressure detector for monitoring ventilation pressure for Simuladores de Hematologia SN:070168
pmsr:CPI0749191684378,pmsr:/COM9ebbbd6c6cc5db4e8,pmsr:/INS1739287021517805/CTS/0005,0005,pmsr:INI1784603367681,Simuladores de Hematologia SN:070168,Diagnostic Simulators Pulse Rate Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070168,Pulse rate detector for monitoring cardiovascular response for Simuladores de Hematologia SN:070168
pmsr:CPI9043805662871,pmsr:/COM17860549784663750,pmsr:/INS1739287021517805/CTS/0001,0001,pmsr:INI1784603367683,Simuladores de Hematologia SN:070169,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simuladores de Hematologia SN:070169,Primary state detector for simulator condition monitoring
pmsr:CPI6267751200348,pmsr:/COM17860549784663800,pmsr:/INS1739287021517805/CTS/0002,0002,pmsr:INI1784603367683,Simuladores de Hematologia SN:070169,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simuladores de Hematologia SN:070169,Primary response actuator for simulator state control
pmsr:CPI4853866379233,pmsr:/COM99ce671ab8b1d5b03,pmsr:/INS1739287021517805/CTS/0003,0003,pmsr:INI1784603367683,Simuladores de Hematologia SN:070169,Diagnostic Simulators Interaction Event Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070169,Interaction event detector for tracking learner actions for Simuladores de Hematologia SN:070169
pmsr:CPI8660464094578,pmsr:/COM98e23d9aee3a31b34,pmsr:/INS1739287021517805/CTS/0004,0004,pmsr:INI1784603367683,Simuladores de Hematologia SN:070169,Diagnostic Simulators Airway Pressure Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070169,Airway pressure detector for monitoring ventilation pressure for Simuladores de Hematologia SN:070169
pmsr:CPI3721408768490,pmsr:/COM9ebbbd6c6cc5db4e8,pmsr:/INS1739287021517805/CTS/0005,0005,pmsr:INI1784603367683,Simuladores de Hematologia SN:070169,Diagnostic Simulators Pulse Rate Detector,component-evidence-name,Simulation support component for Simuladores de Hematologia SN:070169,Pulse rate detector for monitoring cardiovascular response for Simuladores de Hematologia SN:070169
pmsr:CPI8704038753790,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367715,Disfibrilhador Automático externo SN:070194,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Disfibrilhador Automático externo SN:070194,Primary state detector for simulator condition monitoring
pmsr:CPI6100869462710,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367715,Disfibrilhador Automático externo SN:070194,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Disfibrilhador Automático externo SN:070194,Primary response actuator for simulator state control
pmsr:CPI2784955152042,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367715,Disfibrilhador Automático externo SN:070194,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Disfibrilhador Automático externo SN:070194,Interaction event detector for tracking learner actions for Disfibrilhador Automático externo SN:070194
pmsr:CPI6902918262119,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367722,Motion Capture (requal) SN:070199,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Motion Capture (requal) SN:070199,Primary state detector for simulator condition monitoring
pmsr:CPI7848140726068,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367722,Motion Capture (requal) SN:070199,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Motion Capture (requal) SN:070199,Primary response actuator for simulator state control
pmsr:CPI7631314043660,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367722,Motion Capture (requal) SN:070199,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Motion Capture (requal) SN:070199,Interaction event detector for tracking learner actions for Motion Capture (requal) SN:070199
pmsr:CPI9176796585295,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367723,Scanner extra-oral SN:070200,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Scanner extra-oral SN:070200,Primary state detector for simulator condition monitoring
pmsr:CPI0693379183238,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367723,Scanner extra-oral SN:070200,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Scanner extra-oral SN:070200,Primary response actuator for simulator state control
pmsr:CPI7681332096020,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367723,Scanner extra-oral SN:070200,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Scanner extra-oral SN:070200,Interaction event detector for tracking learner actions for Scanner extra-oral SN:070200
pmsr:CPI8924159290291,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367725,Scanner intra-oral SN:070201,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Scanner intra-oral SN:070201,Primary state detector for simulator condition monitoring
pmsr:CPI6188330710281,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367725,Scanner intra-oral SN:070201,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Scanner intra-oral SN:070201,Primary response actuator for simulator state control
pmsr:CPI0973900207988,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367725,Scanner intra-oral SN:070201,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Scanner intra-oral SN:070201,Interaction event detector for tracking learner actions for Scanner intra-oral SN:070201
pmsr:CPI7084531642540,pmsr:/COM17860549784668750,pmsr:/INS1739400689838665/CTS/0001,0001,pmsr:INI1784603367726,Simulador de Feridas SN:070202,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de Feridas SN:070202,Primary state detector for simulator condition monitoring
pmsr:CPI3464138664289,pmsr:/COM17860549784668810,pmsr:/INS1739400689838665/CTS/0002,0002,pmsr:INI1784603367726,Simulador de Feridas SN:070202,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de Feridas SN:070202,Primary response actuator for simulator state control
pmsr:CPI9223866263713,pmsr:/COM932d3ecab37a459ac,pmsr:/INS1739400689838665/CTS/0003,0003,pmsr:INI1784603367726,Simulador de Feridas SN:070202,Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de Feridas SN:070202,Interaction event detector for tracking learner actions for Simulador de Feridas SN:070202
pmsr:CPI1359473126218,pmsr:/COM939f9f89f000ddfd0,pmsr:/INS1739400689838665/CTS/0004,0004,pmsr:INI1784603367726,Simulador de Feridas SN:070202,Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de Feridas SN:070202,Airway pressure detector for monitoring ventilation pressure for Simulador de Feridas SN:070202
pmsr:CPI7836619699539,pmsr:/COM971ad1ad47c81e65e,pmsr:/INS1739400689838665/CTS/0005,0005,pmsr:INI1784603367726,Simulador de Feridas SN:070202,Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de Feridas SN:070202,Pulse rate detector for monitoring cardiovascular response for Simulador de Feridas SN:070202
pmsr:CPI0054290057242,pmsr:/COM17860549784668750,pmsr:/INS1739400689838665/CTS/0001,0001,pmsr:INI1784603367727,Simulador de Feridas SN:070203,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de Feridas SN:070203,Primary state detector for simulator condition monitoring
pmsr:CPI3292326367373,pmsr:/COM17860549784668810,pmsr:/INS1739400689838665/CTS/0002,0002,pmsr:INI1784603367727,Simulador de Feridas SN:070203,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de Feridas SN:070203,Primary response actuator for simulator state control
pmsr:CPI4410152822574,pmsr:/COM932d3ecab37a459ac,pmsr:/INS1739400689838665/CTS/0003,0003,pmsr:INI1784603367727,Simulador de Feridas SN:070203,Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de Feridas SN:070203,Interaction event detector for tracking learner actions for Simulador de Feridas SN:070203
pmsr:CPI9623385461559,pmsr:/COM939f9f89f000ddfd0,pmsr:/INS1739400689838665/CTS/0004,0004,pmsr:INI1784603367727,Simulador de Feridas SN:070203,Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de Feridas SN:070203,Airway pressure detector for monitoring ventilation pressure for Simulador de Feridas SN:070203
